Account.ExternalID__c,Amount,CloseDate,CreatedDate,LeadSource,Name,StageName,Type,Difficulty__c,ExternalID__c
ACC-305,174000,2024-09-02,2020-05-05T11:06:00+0200,Direct Mail,Benchmark bricks-and-clicks web-readiness,Needs Analysis,Existing Customer - Upgrade,20,Opp-725
ACC-305,65000,2024-09-01,2023-08-08T18:29:00+0200,Web,Transition extensible supply-chains,Closed Won,Existing Customer - Replacement,15,Opp-726
ACC-306,161000,2024-06-09,2022-03-11T16:38:58+0200,Trade Show,Redefine b2c content,Proposal/Price Quote,Existing Customer - Upgrade,10,Opp-727
ACC-307,9000,2024-12-06,2022-01-05T21:29:00+0200,Direct Mail,Transform back-end infrastructures,Closed Won,Existing Customer - Upgrade,65,Opp-728
ACC-307,147000,2024-05-04,2025-03-10T22:20:00+0200,Partner Referral,Incubate value-added metrics,Needs Analysis,New Customer,50,Opp-729
ACC-309,113000,2024-12-09,2024-06-10T15:13:00+0200,Other,Enable visionary e-markets,Perception Analysis,Existing Customer - Replacement,65,Opp-730
ACC-309,171000,2024-08-25,2023-11-04T21:53:00+0200,Phone Inquiry,Whiteboard dot-com web services,Value Proposition,New Customer,75,Opp-731
ACC-310,239000,2025-02-11,2021-08-12T12:51:00+0200,Phone Inquiry,Exploit back-end communities,Needs Analysis,New Customer,75,Opp-732
ACC-310,91000,2024-12-18,2022-01-09T18:38:00+0200,Phone Inquiry,Drive robust content,Qualification,Existing Customer - Upgrade,75,Opp-733
ACC-311,175000,2024-12-31,2023-03-02T08:30:00+0200,Phone Inquiry,Optimize leading-edge info-mediaries,Perception Analysis,Existing Customer - Replacement,75,Opp-734
ACC-311,34000,2024-10-02,2021-07-12T03:36:00+0200,Web,Aggregate front-end systems,Negotiation/Review,Existing Customer - Upgrade,60,Opp-735
ACC-313,179000,2024-04-03,2024-10-02T04:30:00+0200,Partner Referral,Orchestrate cross-platform web-readiness,Negotiation/Review,New Customer,90,Opp-736
ACC-313,22000,2024-08-26,2022-01-10T05:05:00+0200,Partner Referral,Redefine one-to-one web-readiness,Needs Analysis,Existing Customer - Replacement,10,Opp-737
ACC-313,163000,2024-06-03,2021-04-05T18:29:00+0200,Partner Referral,Iterate vertical e-services,Qualification,Existing Customer - Upgrade,70,Opp-738
ACC-314,240000,2024-12-14,2024-07-09T08:19:00+0200,Trade Show,Repurpose b2c eyeballs,Id. Decision Makers,Existing Customer - Replacement,35,Opp-739
ACC-314,115000,2024-09-12,2022-03-07T18:42:00+0200,Phone Inquiry,Brand cross-platform vortals,Proposal/Price Quote,Existing Customer - Replacement,45,Opp-740
ACC-314,42000,2024-07-24,2020-06-07T08:48:00+0200,Web,Incubate interactive communities,Closed Lost,Existing Customer - Upgrade,5,Opp-741
ACC-314,83000,2025-01-31,2020-08-12T02:30:00+0200,Direct Mail,Enable interactive convergence,Needs Analysis,Existing Customer - Downgrade,45,Opp-742
ACC-317,92000,2024-09-12,2023-11-07T11:41:00+0200,Direct Mail,Extend cross-platform synergies,Negotiation/Review,Existing Customer - Downgrade,85,Opp-743
ACC-317,207000,2024-12-30,2020-02-09T14:59:00+0200,Direct Mail,Expedite b2c applications,Prospecting,New Customer,70,Opp-744
ACC-317,117000,2024-03-30,2022-02-07T22:02:00+0200,Partner Referral,Brand innovative action-items,Prospecting,Existing Customer - Replacement,35,Opp-745
ACC-318,92000,2024-07-21,2023-03-12T15:56:00+0200,Other,Utilize robust niches,Needs Analysis,Existing Customer - Upgrade,60,Opp-746
ACC-318,136000,2024-11-10,2021-08-02T06:13:00+0200,Phone Inquiry,Innovate collaborative networks,Closed Lost,Existing Customer - Upgrade,65,Opp-747
ACC-319,159000,2024-08-11,2020-03-07T04:50:00+0200,Trade Show,Revolutionize revolutionary relationships,Prospecting,Existing Customer - Upgrade,10,Opp-748
ACC-319,240000,2025-02-15,2024-05-09T19:21:00+0200,Web,Mesh value-added action-items,Closed Lost,Existing Customer - Downgrade,0,Opp-749
ACC-319,159000,2024-10-18,2020-10-03T19:16:00+0200,Trade Show,Matrix killer action-items,Value Proposition,New Customer,80,Opp-750
ACC-320,133000,2024-05-18,2020-10-13T01:41:00+0200,Phone Inquiry,Syndicate mission-critical web services,Value Proposition,Existing Customer - Replacement,15,Opp-751
ACC-320,143000,2024-04-13,2023-11-09T22:34:00+0200,Partner Referral,Morph revolutionary models,Closed Lost,Existing Customer - Replacement,60,Opp-752
ACC-321,41000,2025-01-05,2024-12-10T11:51:00+0200,Other,Integrate value-added networks,Closed Won,Existing Customer - Downgrade,90,Opp-753
ACC-321,174000,2024-06-02,2021-05-12T10:07:00+0200,Phone Inquiry,Maximize mission-critical technologies,Perception Analysis,New Customer,0,Opp-754
ACC-321,197000,2024-07-15,2021-11-01T02:23:58+0200,Direct Mail,Facilitate world-class web services,Value Proposition,New Customer,65,Opp-755
ACC-321,235000,2024-05-07,2024-09-07T11:32:00+0200,Direct Mail,Innovate seamless technologies,Value Proposition,Existing Customer - Replacement,25,Opp-756
ACC-321,102000,2025-01-07,2023-03-02T09:51:00+0200,Partner Referral,Monetize holistic e-business,Value Proposition,Existing Customer - Downgrade,30,Opp-757
ACC-321,120000,2024-10-17,2023-06-12T13:43:00+0200,Phone Inquiry,Transition scalable experiences,Closed Lost,Existing Customer - Upgrade,95,Opp-758
ACC-322,243000,2024-11-21,2024-01-07T13:59:00+0200,Partner Referral,Scale plug-and-play relationships,Needs Analysis,Existing Customer - Replacement,55,Opp-759
ACC-322,156000,2024-11-13,2021-11-02T23:32:58+0200,Partner Referral,Seize real-time technologies,Closed Lost,Existing Customer - Downgrade,30,Opp-760
ACC-323,65000,2025-01-13,2020-03-12T03:36:00+0200,Web,Target extensible applications,Closed Won,Existing Customer - Upgrade,40,Opp-761
ACC-324,230000,2024-12-16,2024-07-06T03:13:00+0200,Web,Embrace scalable technologies,Closed Won,New Customer,0,Opp-762
ACC-325,183000,2024-10-22,2021-03-06T18:17:00+0200,Direct Mail,Enhance next-generation e-commerce,Needs Analysis,Existing Customer - Downgrade,0,Opp-763
ACC-326,197000,2024-06-10,2023-11-09T18:33:00+0200,Other,Deploy front-end e-tailers,Qualification,Existing Customer - Upgrade,45,Opp-764
ACC-327,50000,2025-01-13,2020-10-06T22:52:00+0200,Partner Referral,Implement clicks-and-mortar bandwidth,Negotiation/Review,Existing Customer - Replacement,70,Opp-765
ACC-328,79000,2024-04-18,2023-04-09T20:12:00+0200,Other,Revolutionize bleeding-edge applications,Qualification,New Customer,70,Opp-766
ACC-328,168000,2024-09-01,2022-01-04T06:15:00+0200,Other,Enhance mission-critical partnerships,Qualification,Existing Customer - Upgrade,55,Opp-767
ACC-328,141000,2024-05-01,2020-08-01T07:23:00+0200,Web,Maximize revolutionary applications,Needs Analysis,New Customer,20,Opp-768
ACC-329,201000,2025-03-09,2022-03-31T00:02:00+0200,Phone Inquiry,Aggregate magnetic content,Value Proposition,New Customer,100,Opp-769
ACC-330,221000,2024-10-18,2022-05-08T08:35:00+0200,Web,Revolutionize holistic e-services,Proposal/Price Quote,Existing Customer - Upgrade,40,Opp-770
ACC-331,172000,2024-07-20,2021-06-01T13:54:00+0200,Web,Unleash compelling users,Prospecting,Existing Customer - Upgrade,90,Opp-771
ACC-331,242000,2025-03-11,2023-04-07T04:50:00+0200,Direct Mail,Brand 24/7 infrastructures,Closed Lost,Existing Customer - Upgrade,65,Opp-772
ACC-333,103000,2024-09-23,2022-08-06T07:27:00+0200,Web,Revolutionize synergistic deliverables,Needs Analysis,Existing Customer - Downgrade,20,Opp-773
ACC-333,34000,2024-05-29,2022-03-01T06:36:00+0200,Other,Optimize one-to-one convergence,Perception Analysis,Existing Customer - Upgrade,25,Opp-774
ACC-333,77000,2024-06-17,2020-09-06T06:33:00+0200,Partner Referral,Iterate 24/7 relationships,Id. Decision Makers,Existing Customer - Upgrade,30,Opp-775
ACC-333,171000,2024-12-13,2021-10-02T00:58:00+0200,Web,Extend front-end action-items,Qualification,Existing Customer - Upgrade,100,Opp-776
ACC-334,96000,2024-08-28,2021-06-11T22:50:00+0200,Trade Show,Drive web-enabled platforms,Perception Analysis,New Customer,30,Opp-777
ACC-334,87000,2025-02-07,2023-10-08T15:42:00+0200,Partner Referral,Re-contextualize e-business vortals,Id. Decision Makers,Existing Customer - Upgrade,85,Opp-778
ACC-336,196000,2024-12-16,2024-10-13T00:56:00+0200,Other,Benchmark leading-edge models,Perception Analysis,Existing Customer - Upgrade,85,Opp-779
ACC-338,206000,2025-01-16,2023-05-31T18:45:00+0200,Phone Inquiry,Synergize integrated mindshare,Closed Lost,New Customer,100,Opp-780
ACC-338,34000,2024-05-18,2022-02-11T21:49:00+0200,Other,Deliver e-business e-commerce,Perception Analysis,New Customer,95,Opp-781
ACC-338,103000,2024-07-23,2020-03-01T02:41:00+0200,Direct Mail,Engineer integrated schemas,Value Proposition,Existing Customer - Replacement,70,Opp-782
ACC-339,115000,2025-02-05,2023-05-03T19:47:00+0200,Web,Enable proactive web services,Value Proposition,New Customer,75,Opp-783
ACC-339,69000,2024-12-23,2020-06-09T12:17:00+0200,Phone Inquiry,Brand world-class interfaces,Qualification,Existing Customer - Replacement,65,Opp-784
ACC-339,125000,2024-06-01,2020-03-04T23:19:00+0200,Other,E-enable clicks-and-mortar e-business,Perception Analysis,Existing Customer - Upgrade,20,Opp-785
ACC-339,134000,2024-10-28,2020-04-04T14:23:00+0200,Other,Incentivize b2c channels,Value Proposition,Existing Customer - Replacement,15,Opp-786
ACC-339,13000,2024-11-16,2023-02-06T04:59:00+0200,Phone Inquiry,Maximize clicks-and-mortar vortals,Prospecting,Existing Customer - Downgrade,30,Opp-787
ACC-341,74000,2024-06-26,2021-08-08T09:33:00+0200,Phone Inquiry,Harness bricks-and-clicks partnerships,Prospecting,Existing Customer - Downgrade,40,Opp-788
ACC-341,154000,2024-09-26,2020-03-02T15:51:00+0200,Web,Facilitate b2b models,Needs Analysis,Existing Customer - Downgrade,20,Opp-789
ACC-341,188000,2024-09-01,2024-01-05T03:26:00+0200,Phone Inquiry,E-enable cutting-edge web-readiness,Negotiation/Review,Existing Customer - Replacement,80,Opp-790
ACC-341,114000,2024-07-10,2023-01-04T16:27:00+0200,Web,Leverage b2c platforms,Closed Lost,Existing Customer - Replacement,20,Opp-791
ACC-341,214000,2024-12-05,2024-02-29T20:26:00+0200,Trade Show,Extend value-added action-items,Qualification,New Customer,85,Opp-792
ACC-341,147000,2024-04-18,2023-05-07T05:57:00+0200,Partner Referral,Brand distributed platforms,Prospecting,Existing Customer - Upgrade,45,Opp-793
ACC-342,167000,2025-01-08,2024-04-11T10:56:00+0200,Trade Show,Revolutionize end-to-end networks,Negotiation/Review,Existing Customer - Upgrade,10,Opp-794
ACC-342,128000,2025-01-20,2020-08-05T22:02:00+0200,Web,Cultivate distributed communities,Closed Won,Existing Customer - Upgrade,90,Opp-795
ACC-342,13000,2024-04-23,2024-07-09T03:13:00+0200,Partner Referral,Seize ubiquitous synergies,Proposal/Price Quote,Existing Customer - Replacement,95,Opp-796
ACC-342,126000,2025-01-06,2022-12-08T11:39:00+0200,Other,Maximize magnetic markets,Proposal/Price Quote,New Customer,35,Opp-797
ACC-342,69000,2024-07-21,2022-09-03T11:48:00+0200,Other,Disintermediate front-end synergies,Closed Won,Existing Customer - Upgrade,40,Opp-798
ACC-342,48000,2024-12-29,2021-07-04T23:48:00+0200,Trade Show,Reinvent mission-critical solutions,Prospecting,Existing Customer - Downgrade,30,Opp-799
ACC-343,198000,2024-12-29,2022-05-11T00:08:00+0200,Other,Incubate bleeding-edge functionalities,Id. Decision Makers,New Customer,20,Opp-800
ACC-343,141000,2024-08-06,2022-11-30T22:47:58+0200,Web,Matrix vertical mindshare,Value Proposition,Existing Customer - Downgrade,20,Opp-801
ACC-343,125000,2024-07-19,2024-07-09T22:36:00+0200,Direct Mail,Integrate b2c info-mediaries,Qualification,Existing Customer - Replacement,80,Opp-802
ACC-343,163000,2025-02-02,2024-12-06T11:37:00+0200,Phone Inquiry,Reinvent cross-media vortals,Id. Decision Makers,Existing Customer - Upgrade,25,Opp-803
ACC-343,23000,2024-08-14,2020-07-01T07:34:00+0200,Other,E-enable dot-com supply-chains,Closed Won,Existing Customer - Replacement,35,Opp-804
ACC-343,115000,2024-06-16,2022-10-05T01:36:00+0200,Trade Show,Engage impactful partnerships,Value Proposition,New Customer,60,Opp-805
ACC-344,53000,2025-03-03,2023-01-04T22:57:00+0200,Trade Show,Revolutionize user-centric markets,Proposal/Price Quote,Existing Customer - Upgrade,75,Opp-806
ACC-344,71000,2024-05-16,2020-06-06T02:10:00+0200,Phone Inquiry,Implement vertical experiences,Prospecting,Existing Customer - Downgrade,85,Opp-807
ACC-345,148000,2024-07-05,2025-03-09T17:26:00+0200,Trade Show,Syndicate integrated relationships,Closed Won,Existing Customer - Upgrade,90,Opp-808
ACC-346,127000,2024-09-09,2024-02-05T22:16:00+0200,Direct Mail,Transform web-enabled networks,Proposal/Price Quote,Existing Customer - Upgrade,5,Opp-809
ACC-346,200000,2024-09-29,2024-08-03T01:52:00+0200,Other,Productize end-to-end schemas,Perception Analysis,New Customer,85,Opp-810
ACC-346,150000,2024-05-07,2021-05-10T19:32:00+0200,Direct Mail,Drive impactful metrics,Closed Lost,Existing Customer - Upgrade,65,Opp-811
ACC-347,131000,2024-08-19,2020-01-11T13:27:00+0200,Trade Show,Engage turn-key e-markets,Id. Decision Makers,Existing Customer - Downgrade,25,Opp-812
ACC-347,150000,2024-10-18,2023-10-31T18:17:00+0200,Trade Show,Re-intermediate enterprise supply-chains,Prospecting,Existing Customer - Upgrade,50,Opp-813
ACC-348,99000,2025-01-28,2021-05-05T01:23:00+0200,Trade Show,Transform impactful infrastructures,Qualification,Existing Customer - Downgrade,75,Opp-814
ACC-348,41000,2024-12-16,2024-12-04T08:51:00+0200,Phone Inquiry,Disintermediate killer infrastructures,Needs Analysis,Existing Customer - Upgrade,5,Opp-815
ACC-348,53000,2025-01-12,2024-09-11T03:17:00+0200,Web,Incentivize interactive e-commerce,Closed Lost,Existing Customer - Upgrade,95,Opp-816
ACC-349,90000,2024-05-21,2021-02-12T00:51:00+0200,Phone Inquiry,Benchmark holistic schemas,Negotiation/Review,Existing Customer - Replacement,40,Opp-817
ACC-349,220000,2024-07-31,2024-12-11T06:38:00+0200,Other,Seize cross-media technologies,Value Proposition,Existing Customer - Upgrade,95,Opp-818
ACC-349,52000,2024-08-29,2023-01-04T01:36:00+0200,Direct Mail,Deliver customized portals,Qualification,Existing Customer - Downgrade,20,Opp-819
ACC-350,158000,2025-02-14,2024-04-04T19:57:00+0200,Phone Inquiry,Expedite end-to-end platforms,Perception Analysis,Existing Customer - Replacement,95,Opp-820
ACC-351,117000,2024-07-24,2020-12-04T17:26:00+0200,Trade Show,Expedite sticky bandwidth,Closed Won,Existing Customer - Replacement,75,Opp-821
ACC-351,116000,2025-01-19,2023-06-08T08:23:00+0200,Other,Envisioneer seamless info-mediaries,Closed Won,Existing Customer - Replacement,75,Opp-822
ACC-352,194000,2024-06-20,2021-11-07T14:35:00+0200,Web,Engineer next-generation initiatives,Perception Analysis,Existing Customer - Downgrade,55,Opp-823
ACC-352,155000,2024-06-17,2022-10-12T23:19:00+0200,Phone Inquiry,Reinvent rich vortals,Closed Won,Existing Customer - Replacement,20,Opp-824
ACC-353,220000,2025-02-11,2025-03-04T11:23:00+0200,Other,Re-intermediate value-added platforms,Perception Analysis,New Customer,30,Opp-825
ACC-354,180000,2024-12-14,2020-08-11T07:23:00+0200,Direct Mail,Architect world-class e-markets,Perception Analysis,Existing Customer - Replacement,20,Opp-826
ACC-354,75000,2024-06-29,2021-01-05T20:28:00+0200,Trade Show,Brand bricks-and-clicks channels,Prospecting,Existing Customer - Downgrade,100,Opp-827
ACC-354,42000,2025-01-18,2022-02-08T12:29:00+0200,Web,Deliver b2b functionalities,Closed Won,Existing Customer - Upgrade,60,Opp-828
ACC-354,130000,2024-08-23,2020-12-02T16:34:00+0200,Phone Inquiry,Architect synergistic info-mediaries,Perception Analysis,New Customer,20,Opp-829
ACC-354,164000,2024-04-26,2022-06-11T20:39:00+0200,Direct Mail,Streamline value-added content,Value Proposition,Existing Customer - Downgrade,50,Opp-830
ACC-355,36000,2025-03-03,2023-03-08T11:08:00+0200,Direct Mail,Re-intermediate synergistic solutions,Closed Won,Existing Customer - Replacement,55,Opp-831
ACC-355,227000,2024-06-06,2025-02-09T08:57:00+0200,Partner Referral,Syndicate robust networks,Id. Decision Makers,Existing Customer - Upgrade,30,Opp-832
ACC-356,28000,2024-11-24,2020-09-09T05:17:00+0200,Web,Facilitate real-time infrastructures,Needs Analysis,Existing Customer - Downgrade,50,Opp-833
ACC-356,226000,2024-09-26,2020-11-04T19:23:00+0200,Direct Mail,Expedite cross-media models,Needs Analysis,Existing Customer - Upgrade,80,Opp-834
ACC-356,89000,2025-02-08,2023-01-31T13:38:00+0200,Partner Referral,Optimize synergistic architectures,Needs Analysis,New Customer,30,Opp-835
ACC-357,63000,2024-10-19,2023-08-01T05:57:00+0200,Other,Transform b2c e-services,Closed Lost,Existing Customer - Downgrade,35,Opp-836
ACC-357,10000,2024-09-01,2020-11-10T00:58:00+0200,Partner Referral,Engage b2b applications,Perception Analysis,New Customer,65,Opp-837
ACC-357,202000,2024-10-25,2020-12-04T21:40:00+0200,Web,Harness world-class e-services,Prospecting,Existing Customer - Upgrade,80,Opp-838
ACC-357,76000,2024-11-19,2024-05-01T20:21:00+0200,Direct Mail,Benchmark cutting-edge experiences,Needs Analysis,New Customer,15,Opp-839
ACC-357,118000,2024-08-02,2024-09-01T20:12:00+0200,Web,Envisioneer interactive e-services,Closed Won,New Customer,10,Opp-840
ACC-358,126000,2025-01-29,2023-09-04T11:30:00+0200,Phone Inquiry,Synergize compelling convergence,Qualification,Existing Customer - Upgrade,5,Opp-841
ACC-359,159000,2025-03-24,2024-02-05T05:23:00+0200,Partner Referral,Incentivize e-business metrics,Closed Won,Existing Customer - Downgrade,80,Opp-842
ACC-359,156000,2024-12-05,2022-03-03T23:19:00+0200,Trade Show,Reinvent viral mindshare,Negotiation/Review,Existing Customer - Downgrade,20,Opp-843
ACC-359,17000,2024-10-26,2024-09-04T19:52:00+0200,Partner Referral,Generate next-generation portals,Needs Analysis,Existing Customer - Replacement,95,Opp-844
ACC-359,118000,2024-12-05,2023-11-02T12:44:00+0200,Partner Referral,Maximize cross-platform e-markets,Value Proposition,Existing Customer - Replacement,15,Opp-845
ACC-360,206000,2024-10-02,2021-11-03T16:38:58+0200,Partner Referral,Transform impactful systems,Id. Decision Makers,Existing Customer - Replacement,55,Opp-846
ACC-360,72000,2024-04-03,2023-10-01T22:43:00+0200,Web,Drive interactive niches,Qualification,Existing Customer - Upgrade,55,Opp-847
ACC-361,67000,2024-10-10,2020-07-10T13:38:00+0200,Partner Referral,Expedite cross-media action-items,Needs Analysis,Existing Customer - Downgrade,30,Opp-848
ACC-362,150000,2025-03-10,2022-07-09T18:40:00+0200,Direct Mail,Maximize dot-com technologies,Needs Analysis,Existing Customer - Upgrade,40,Opp-849
ACC-362,201000,2024-08-18,2021-10-13T07:18:00+0200,Web,E-enable frictionless e-services,Needs Analysis,Existing Customer - Replacement,75,Opp-850
ACC-363,154000,2024-11-01,2023-03-11T18:08:58+0200,Other,Harness user-centric interfaces,Closed Lost,Existing Customer - Upgrade,15,Opp-851
ACC-363,60000,2024-05-22,2021-08-05T11:37:00+0200,Trade Show,Aggregate collaborative info-mediaries,Id. Decision Makers,New Customer,10,Opp-852
ACC-364,193000,2024-07-02,2022-07-13T00:33:00+0200,Partner Referral,Streamline mission-critical e-commerce,Closed Lost,Existing Customer - Upgrade,10,Opp-853
ACC-364,33000,2025-02-04,2021-07-02T17:01:00+0200,Partner Referral,Strategize revolutionary vortals,Closed Lost,Existing Customer - Downgrade,85,Opp-854
ACC-365,148000,2024-12-29,2023-09-09T16:45:00+0200,Other,Scale wireless solutions,Prospecting,Existing Customer - Replacement,80,Opp-855
ACC-365,118000,2025-03-07,2020-03-11T09:38:00+0200,Web,Incubate dot-com e-commerce,Closed Lost,New Customer,50,Opp-856
ACC-365,168000,2024-11-10,2022-08-10T15:27:00+0200,Trade Show,Productize 24/365 systems,Needs Analysis,Existing Customer - Upgrade,15,Opp-857
ACC-365,80000,2024-04-07,2021-04-07T19:07:00+0200,Other,Architect world-class users,Proposal/Price Quote,Existing Customer - Downgrade,0,Opp-858
ACC-365,11000,2024-06-22,2023-10-01T13:25:00+0200,Phone Inquiry,Syndicate innovative eyeballs,Needs Analysis,Existing Customer - Downgrade,45,Opp-859
ACC-365,22000,2024-12-20,2020-07-05T19:11:00+0200,Partner Referral,Brand sticky roi,Perception Analysis,Existing Customer - Upgrade,100,Opp-860
ACC-365,157000,2024-11-13,2022-09-07T08:42:00+0200,Phone Inquiry,Deliver transparent experiences,Id. Decision Makers,Existing Customer - Replacement,10,Opp-861
ACC-365,231000,2024-05-02,2021-06-01T19:07:00+0200,Web,Whiteboard wireless infrastructures,Value Proposition,Existing Customer - Replacement,75,Opp-862
ACC-366,118000,2025-01-11,2022-09-09T21:27:00+0200,Web,Productize innovative channels,Prospecting,Existing Customer - Replacement,45,Opp-863
ACC-366,9000,2024-11-17,2023-10-03T13:20:00+0200,Other,Architect open-source paradigms,Perception Analysis,Existing Customer - Downgrade,65,Opp-864
ACC-367,67000,2024-11-06,2023-03-08T21:13:00+0200,Other,Integrate proactive architectures,Negotiation/Review,New Customer,90,Opp-865
ACC-367,28000,2024-06-05,2023-02-10T07:23:00+0200,Other,Deploy synergistic info-mediaries,Prospecting,New Customer,10,Opp-866
ACC-367,59000,2024-07-04,2022-09-04T16:47:00+0200,Phone Inquiry,Enable real-time vortals,Perception Analysis,Existing Customer - Upgrade,25,Opp-867
ACC-367,232000,2024-05-16,2020-12-01T20:32:00+0200,Trade Show,Innovate plug-and-play e-commerce,Prospecting,Existing Customer - Replacement,40,Opp-868
ACC-368,121000,2024-04-01,2021-12-02T15:31:00+0200,Partner Referral,Streamline cross-platform interfaces,Proposal/Price Quote,New Customer,90,Opp-869
ACC-368,237000,2024-04-02,2023-11-11T14:03:00+0200,Other,Drive turn-key channels,Closed Won,Existing Customer - Upgrade,60,Opp-870
ACC-369,226000,2024-04-13,2024-02-04T21:15:00+0200,Other,Unleash 24/7 infrastructures,Perception Analysis,Existing Customer - Downgrade,35,Opp-871
ACC-369,128000,2024-07-14,2024-07-09T02:15:00+0200,Trade Show,Cultivate seamless partnerships,Prospecting,Existing Customer - Replacement,30,Opp-872
ACC-369,138000,2024-08-30,2022-11-01T02:05:00+0200,Other,Visualize ubiquitous deliverables,Closed Lost,Existing Customer - Replacement,70,Opp-873
ACC-370,111000,2024-05-12,2023-11-07T09:49:00+0200,Trade Show,Cultivate 24/365 applications,Id. Decision Makers,Existing Customer - Replacement,75,Opp-874
ACC-371,166000,2024-05-30,2023-01-09T16:14:00+0200,Other,Seize b2b channels,Negotiation/Review,Existing Customer - Upgrade,45,Opp-875
ACC-372,136000,2025-01-29,2024-11-02T01:23:00+0200,Partner Referral,Integrate web-enabled applications,Negotiation/Review,Existing Customer - Downgrade,75,Opp-876
ACC-372,231000,2024-10-09,2025-02-07T04:38:00+0200,Phone Inquiry,Incubate b2c partnerships,Value Proposition,Existing Customer - Downgrade,80,Opp-877
ACC-373,130000,2024-04-04,2020-04-09T10:43:00+0200,Direct Mail,Enhance e-business applications,Needs Analysis,New Customer,65,Opp-878
ACC-374,232000,2024-05-19,2025-01-09T07:02:00+0200,Trade Show,Monetize magnetic channels,Value Proposition,New Customer,70,Opp-879
ACC-375,204000,2024-04-30,2021-08-10T19:38:00+0200,Trade Show,Transition clicks-and-mortar supply-chains,Closed Won,New Customer,80,Opp-880
ACC-376,97000,2024-05-16,2024-03-11T12:38:00+0200,Other,Reinvent efficient e-business,Id. Decision Makers,Existing Customer - Replacement,65,Opp-881
ACC-377,219000,2025-01-19,2020-02-11T23:26:00+0200,Direct Mail,Leverage dot-com functionalities,Perception Analysis,New Customer,85,Opp-882
ACC-377,113000,2024-05-06,2022-08-05T11:06:00+0200,Other,Whiteboard synergistic convergence,Qualification,Existing Customer - Replacement,20,Opp-883
ACC-377,86000,2025-01-15,2021-04-10T20:32:00+0200,Other,Architect frictionless vortals,Closed Won,Existing Customer - Downgrade,65,Opp-884
ACC-377,196000,2024-10-25,2021-01-12T03:45:00+0200,Direct Mail,Benchmark web-enabled portals,Qualification,Existing Customer - Downgrade,5,Opp-885
ACC-377,37000,2024-08-13,2021-05-09T00:20:00+0200,Partner Referral,Harness mission-critical e-markets,Proposal/Price Quote,New Customer,55,Opp-886
ACC-378,237000,2024-07-28,2022-05-31T17:41:00+0200,Trade Show,Engineer synergistic action-items,Negotiation/Review,Existing Customer - Replacement,85,Opp-887
ACC-380,114000,2024-07-09,2024-03-08T23:44:00+0200,Trade Show,Benchmark open-source niches,Id. Decision Makers,Existing Customer - Replacement,95,Opp-888
ACC-380,51000,2024-11-14,2025-03-10T01:47:00+0200,Trade Show,Matrix turn-key content,Perception Analysis,Existing Customer - Upgrade,20,Opp-889
ACC-381,243000,2024-11-14,2021-09-08T07:02:00+0200,Partner Referral,Expedite mission-critical mindshare,Negotiation/Review,Existing Customer - Replacement,85,Opp-890
ACC-381,100000,2024-07-17,2020-03-04T13:30:00+0200,Trade Show,Evolve dot-com schemas,Closed Won,Existing Customer - Downgrade,85,Opp-891
ACC-381,151000,2024-12-26,2022-01-31T23:41:00+0200,Web,Productize intuitive metrics,Closed Lost,New Customer,5,Opp-892
ACC-382,34000,2024-06-02,2023-12-07T13:38:00+0200,Partner Referral,Orchestrate killer applications,Value Proposition,Existing Customer - Replacement,5,Opp-893
ACC-382,22000,2024-12-09,2020-08-10T09:24:00+0200,Phone Inquiry,Re-intermediate mission-critical e-business,Prospecting,Existing Customer - Upgrade,10,Opp-894
ACC-382,34000,2024-06-16,2020-08-08T16:47:00+0200,Partner Referral,Seize front-end communities,Perception Analysis,Existing Customer - Replacement,25,Opp-895
ACC-383,18000,2024-07-25,2020-10-06T14:35:00+0200,Phone Inquiry,Mesh robust convergence,Proposal/Price Quote,Existing Customer - Replacement,35,Opp-896
ACC-383,46000,2025-01-18,2022-04-02T00:58:00+0200,Web,Exploit real-time paradigms,Perception Analysis,Existing Customer - Downgrade,50,Opp-897
ACC-383,155000,2024-09-24,2023-09-06T13:18:00+0200,Partner Referral,Engineer e-business vortals,Closed Won,Existing Customer - Replacement,0,Opp-898
ACC-384,205000,2024-04-16,2023-09-02T04:59:00+0200,Web,Incubate 24/7 channels,Closed Won,Existing Customer - Replacement,45,Opp-899
ACC-384,55000,2024-12-26,2023-02-09T05:15:00+0200,Phone Inquiry,E-enable distributed web services,Value Proposition,Existing Customer - Replacement,10,Opp-900
ACC-384,201000,2024-08-22,2023-02-08T20:42:00+0200,Web,Envisioneer leading-edge e-services,Closed Lost,Existing Customer - Downgrade,90,Opp-901
ACC-384,230000,2025-01-04,2022-02-03T10:23:00+0200,Phone Inquiry,Matrix ubiquitous users,Proposal/Price Quote,Existing Customer - Replacement,85,Opp-902
ACC-384,231000,2024-12-26,2020-05-01T18:13:00+0200,Trade Show,Expedite integrated e-services,Id. Decision Makers,Existing Customer - Downgrade,85,Opp-903
ACC-384,108000,2024-06-15,2024-11-03T22:54:00+0200,Trade Show,Grow enterprise architectures,Id. Decision Makers,Existing Customer - Replacement,60,Opp-904
ACC-385,136000,2025-02-13,2023-11-11T19:57:00+0200,Other,Scale enterprise convergence,Closed Won,Existing Customer - Upgrade,100,Opp-905
ACC-385,237000,2024-07-06,2020-01-10T01:30:00+0200,Direct Mail,Orchestrate strategic info-mediaries,Closed Won,Existing Customer - Replacement,80,Opp-906
